id,name,genres,year,countries,directors,actors,duration_minutes,plot,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,processed_rating,poster_path
62,Shichinin no samurai,"动作史诗,史诗,时代剧,武士,戏剧,行动",1954.0,Japan,Akira Kurosawa,"Top cast99+,Edit,Toshirô Mifune,Kikuchiyo,Takashi Shimura",207.0,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.",33.6,25.8,20.3,9.9,3.7,1.9,1.0,0.6,0.6,2.8,8.6,data/imdb_posters/62.jpg
63,City Lights,"愉悦爱情,爱情喜剧,讽刺,闹剧,喜剧,戏剧,爱情片",1931.0,United States,Charles Chaplin,"Top cast52,Edit,Charles Chaplin,A Tramp,Virginia Cherrill",87.0,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",28.0,25.8,24.7,11.4,4.0,2.0,1.1,0.6,0.6,1.9,8.5,data/imdb_posters/63.jpg
64,Into the Wild,"公路旅行,悲剧,文献纪录片,生存,青春成长,传记,冒险,戏剧",2007.0,United States,Sean Penn,"Top cast60,Edit,Emile Hirsch,Chris McCandless,Vince Vaughn",148.0,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",19.5,23.3,28.7,16.6,6.1,2.4,1.1,0.7,0.5,1.2,8.0,data/imdb_posters/64.jpg
65,Rush,"文献纪录片,时代剧,赛车运动,传记,戏剧,运动",2013.0,"United Kingdom,United States",Ron Howard,"Top cast99+,Edit,Daniel Brühl,Niki Lauda,Chris Hemsworth",123.0,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",14.1,24.0,36.0,18.3,4.7,1.4,0.5,0.2,0.2,0.5,8.1,data/imdb_posters/65.jpg
66,Network,"职场剧情片,黑色喜剧,戏剧",1976.0,United States,Sidney Lumet,"Top cast57,Edit,Faye Dunaway,Diana Christensen,William Holden",121.0,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",18.6,21.0,29.6,17.6,6.7,2.8,1.1,0.6,0.5,1.4,8.1,data/imdb_posters/66.jpg
67,It's a Wonderful Life,"假日浪漫,心理剧情片,愉悦爱情,节日家庭,超自然奇幻,假日,家庭,幻想,戏剧,爱情片",1946.0,United States,Frank Capra,"Top cast99+,Edit,James Stewart,George Bailey,Donna Reed",130.0,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,33.9,24.8,21.1,10.8,4.1,2.0,0.9,0.6,0.5,1.4,8.6,data/imdb_posters/67.jpg
68,Scarface,"史诗,悲剧,毒品犯罪,黑帮,戏剧,犯罪",1983.0,United States,Brian De Palma,"Top cast99+,Edit,Al Pacino,Tony Montana,Michelle Pfeiffer",170.0,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",21.6,25.7,29.8,14.3,4.7,1.7,0.8,0.5,0.3,0.7,8.3,data/imdb_posters/68.jpg
69,The Wild Robot,"人工智能,动物冒险片,生存,电脑动画,冒险,动画,家庭,科幻",2024.0,"United States,Japan",Chris Sanders,"Top cast31,Edit,Lupita Nyong'o,Roz,Pedro Pascal",102.0,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",25.2,24.2,28.4,14.5,4.7,1.5,0.6,0.3,0.2,0.5,8.2,data/imdb_posters/69.jpg
70,Snatch,"Caper,黑帮,黑色喜剧,喜剧,犯罪",2000.0,"United Kingdom,United States",Guy Ritchie,"Top cast74,Edit,Jason Statham,Turkish,Brad Pitt",104.0,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",19.2,26.9,31.1,14.4,4.5,1.7,0.7,0.4,0.3,0.7,8.2,data/imdb_posters/70.jpg
71,Reservoir Dogs,"盗窃,黑帮,惊悚片,犯罪",1992.0,United States,Quentin Tarantino,"Top cast29,Edit,Harvey Keitel,Mr. White,Tim Roth",99.0,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",17.2,27.8,31.9,14.7,4.5,1.6,0.8,0.5,0.4,0.8,8.3,data/imdb_posters/71.jpg
72,Full Metal Jacket,"心理剧情片,时代剧,黑色喜剧,戏剧,战争",1987.0,"United Kingdom,United States",Stanley Kubrick,"Top cast99+,Edit,Matthew Modine,Pvt. Joker,R. Lee Ermey",116.0,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,16.4,27.1,33.2,15.4,4.5,1.6,0.7,0.4,0.2,0.5,8.2,data/imdb_posters/72.jpg
73,3 Idiots,"怪诞喜剧片,拍档喜剧,讽刺,青春成长,喜剧,戏剧",2009.0,India,Rajkumar Hirani,"Top cast78,Edit,Aamir Khan,Rancho,Madhavan",170.0,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",38.1,24.5,18.7,8.8,3.4,1.7,0.9,0.7,0.6,2.6,8.4,data/imdb_posters/73.jpg
74,Yôjinbô,"单打独斗动作片,时代剧,武士,惊悚片,戏剧,行动",1961.0,Japan,Akira Kurosawa,"Top cast52,Edit,Toshirô Mifune,Sanjuro Kuwabatake,Eijirô Tôno",110.0,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,18.9,24.4,30.5,14.1,4.8,2.3,1.2,0.7,0.7,2.4,8.2,data/imdb_posters/74.jpg
75,Nuovo Cinema Paradiso,"青春成长,戏剧,爱情片",1988.0,"Italy,France",Giuseppe Tornatore,"Top cast31,Edit,Philippe Noiret,Alfredo,Enzo Cannavale",174.0,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",28.9,27.1,24.1,11.1,4.0,1.8,0.9,0.5,0.4,1.2,8.5,data/imdb_posters/75.jpg
76,Requiem for a Dream,"心理剧情片,悲剧,戏剧",2000.0,United States,Darren Aronofsky,"Top cast79,Edit,Ellen Burstyn,Sara Goldfarb,Jared Leto",102.0,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,22.8,26.5,26.4,13.2,5.0,2.2,1.2,0.7,0.6,1.3,8.3,data/imdb_posters/76.jpg
77,Schindler's List,"历史题材史诗,史诗,悲剧,文献纪录片,时代剧,监狱剧情片,传记,历史,戏剧",1993.0,United States,Steven Spielberg,"Top cast99+,Edit,Liam Neeson,Oskar Schindler,Ralph Fiennes",195.0,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",38.3,31.6,17.8,6.5,2.1,1.0,0.5,0.4,0.3,1.5,9.0,data/imdb_posters/77.jpg
78,Capharnaüm,"律政剧情片,心理剧情片,青春成长,戏剧",2018.0,"Lebanon,United States,France,Cyprus,Qatar,United Kingdom",Nadine Labaki,"Top cast99+,Edit,Zain Al Rafeea,Zain,Yordanos Shiferaw",126.0,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",25.0,28.0,28.0,11.1,3.3,1.5,0.7,0.4,0.4,1.6,8.4,data/imdb_posters/78.jpg
79,The Shining,"心理剧情片,心理恐怖片,超自然恐怖,恐怖,戏剧",1980.0,"United Kingdom,United States",Stanley Kubrick,"Top cast99+,Edit,Jack Nicholson,Jack Torrance,Shelley Duvall",146.0,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",22.5,27.2,27.4,13.5,4.8,2.0,0.9,0.5,0.4,0.7,8.4,data/imdb_posters/79.jpg
80,"Lock, Stock and Two Smoking Barrels","盗窃,闹剧,黑帮,黑色喜剧,喜剧,犯罪",1998.0,"United Kingdom,United States",Guy Ritchie,"Top cast46,Edit,Jason Flemyng,Tom,Dexter Fletcher",107.0,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",16.9,25.3,33.5,15.8,4.6,1.6,0.7,0.4,0.3,0.8,8.1,data/imdb_posters/80.jpg
81,Avengers: Infinity War,"太空科幻,超级英雄,冒险,科幻,行动",2018.0,"United States,Norway","Anthony Russo,Joe Russo","Top cast99+,Edit,Robert Downey Jr.,Tony Stark,Chris Hemsworth",149.0,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,31.8,25.7,22.4,10.7,4.0,1.6,0.7,0.5,0.4,2.2,8.4,data/imdb_posters/81.jpg
82,Le fabuleux destin d'Amélie Poulain,"怪诞喜剧片,愉悦爱情,爱情喜剧,喜剧,爱情片",2001.0,"France,Germany",Jean-Pierre Jeunet,"Top cast81,Edit,Audrey Tautou,Amélie Poulain,Mathieu Kassovitz",122.0,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",25.0,24.6,25.0,13.8,5.2,2.3,1.2,0.7,0.6,1.6,8.3,data/imdb_posters/82.jpg
83,La passion de Jeanne d'Arc,"古装剧,律政剧情片,心理剧情片,悲剧,时代剧,传记,历史,戏剧",1928.0,France,Carl Theodor Dreyer,"Top cast24,Edit,Maria Falconetti,Jeanne d'Arc,Eugene Silvain",110.0,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",26.2,17.2,23.7,14.0,6.4,3.6,1.9,1.4,1.3,4.1,8.1,data/imdb_posters/83.jpg
84,The Gold Rush,"愉悦爱情,爱情喜剧,讽刺,闹剧,冒险,喜剧,戏剧,爱情片,西部片",1925.0,United States,Charles Chaplin,"Top cast99+,Edit,Charles Chaplin,The Lone Prospector,Mack Swain",95.0,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",20.1,20.8,31.3,15.9,5.4,2.4,0.9,0.7,0.6,1.9,8.1,data/imdb_posters/84.jpg
85,Maharaja,"单打独斗动作片,惊悚片,戏剧,犯罪,行动",2024.0,India,Nithilan Saminathan,"Top cast22,Edit,Vijay Sethupathi,Maharaja,Anurag Kashyap",141.0,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",43.7,24.6,17.7,7.4,2.4,1.1,0.5,0.3,0.4,2.0,8.4,data/imdb_posters/85.jpg
86,Gone with the Wind,"古装剧,史诗,悲剧爱情,战争史诗,时代剧,爱情史诗,戏剧,战争,爱情片",1939.0,United States,Victor Fleming,"Top cast99+,Edit,Clark Gable,Rhett Butler - Visitor from Charleston,Vivien Leigh",238.0,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,27.5,19.6,24.1,14.1,6.4,3.1,1.6,1.1,0.8,1.7,8.2,data/imdb_posters/86.jpg
87,Psycho,"Slasher Horror,心理恐怖片,心理惊悚片,悬疑推理,黑色喜剧,恐怖,惊悚片,戏剧,推理片",1960.0,United States,Alfred Hitchcock,"Top cast38,Edit,Anthony Perkins,Norman Bates,Janet Leigh",109.0,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,24.0,27.8,27.4,12.9,4.2,1.6,0.7,0.4,0.3,0.7,8.5,data/imdb_posters/87.jpg
88,La battaglia di Algeri,"政治剧情片,文献纪录片,戏剧,战争",1966.0,"Italy,Algeria",Gillo Pontecorvo,"Top cast12,Edit,Brahim Hadjadj,Ali La Pointe,Jean Martin",121.0,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",23.0,20.3,27.1,14.4,5.7,2.8,1.2,0.8,0.7,4.1,8.1,data/imdb_posters/88.jpg
89,Logan,"公路旅行,反乌托邦科幻,超级英雄,惊悚片,戏剧,科幻,行动",2017.0,United States,James Mangold,"Top cast99+,Edit,Hugh Jackman,Logan,Patrick Stewart",137.0,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",19.8,24.0,29.7,16.5,5.8,2.0,0.8,0.5,0.3,0.7,8.1,data/imdb_posters/89.jpg
90,Whiplash,"心理剧情片,戏剧,音乐",2014.0,United States,Damien Chazelle,"Top cast57,Edit,Miles Teller,Andrew,J.K. Simmons",106.0,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,23.0,32.0,27.3,11.4,3.4,1.2,0.6,0.3,0.2,0.5,8.5,data/imdb_posters/90.jpg
91,Room,"心理剧情片,惊悚片,戏剧",2015.0,"Ireland,Canada,United Kingdom,United States",Lenny Abrahamson,"Top cast29,Edit,Brie Larson,Ma,Jacob Tremblay",118.0,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",13.8,23.8,35.1,18.2,5.3,1.7,0.7,0.4,0.3,0.7,8.1,data/imdb_posters/91.jpg
92,The Truman Show,"娱乐圈剧情片,心理剧情片,讽刺,高概念喜剧,黑色喜剧,喜剧,戏剧",1998.0,United States,Peter Weir,"Top cast83,Edit,Jim Carrey,Truman Burbank,Ed Harris",103.0,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,16.3,24.6,34.4,16.6,4.8,1.6,0.6,0.3,0.2,0.4,8.2,data/imdb_posters/92.jpg
93,Green Book,"公路旅行,文献纪录片,时代剧,传记,假日,喜剧,戏剧,音乐",2018.0,"China,Japan,United States",Peter Farrelly,"Top cast99+,Edit,Viggo Mortensen,Tony Lip,Mahershala Ali",130.0,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,17.9,27.8,33.5,14.2,3.8,1.3,0.5,0.3,0.2,0.5,8.2,data/imdb_posters/93.jpg
94,Memento,"心理惊悚片,悬疑推理,惊悚片,戏剧,推理片",2000.0,United States,Christopher Nolan,"Top cast16,Edit,Guy Pearce,Leonard,Carrie-Anne Moss",113.0,A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife's murderer.,21.5,29.5,28.3,12.8,4.0,1.6,0.7,0.4,0.3,0.9,8.4,data/imdb_posters/94.jpg
95,Raging Bull,"拳击,文献纪录片,时代剧,传记,戏剧,运动",1980.0,United States,Martin Scorsese,"Top cast99+,Edit,Robert De Niro,Jake La Motta,Cathy Moriarty",129.0,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",19.2,22.7,30.3,16.4,5.9,2.4,1.1,0.6,0.5,1.1,8.1,data/imdb_posters/95.jpg
96,12th Fail,"文献纪录片,传记,戏剧",2023.0,India,Vidhu Vinod Chopra,"Top cast47,Edit,Vikrant Massey,Manoj Sharma,Medha Shankr",147.0,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,63.1,16.6,9.8,4.2,1.5,0.6,0.3,0.2,0.3,3.3,8.7,data/imdb_posters/96.jpg
97,The Great Dictator,"恶搞片,政治剧情片,讽刺,闹剧,黑色喜剧,喜剧,戏剧,战争",1940.0,United States,Charles Chaplin,"Top cast77,Edit,Charles Chaplin,Hynkel - Dictator of Tomania,Paulette Goddard",125.0,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,25.1,26.0,26.6,12.1,4.4,2.1,1.0,0.6,0.4,1.6,8.4,data/imdb_posters/97.jpg
98,The Wolf of Wall Street,"史诗,文献纪录片,真实犯罪,粗俗喜剧,讽刺,黑色喜剧,传记,喜剧,戏剧,犯罪",2013.0,United States,Martin Scorsese,"Top cast99+,Edit,Leonardo DiCaprio,Jordan Belfort,Jonah Hill",180.0,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",19.2,26.8,30.1,14.5,4.8,1.9,0.9,0.6,0.4,0.9,8.2,data/imdb_posters/98.jpg
99,La meglio gioventù,"史诗,戏剧,爱情片",2003.0,Italy,Marco Tullio Giordana,"Top cast91,Edit,Luigi Lo Cascio,Nicola Carati,Alessio Boni",374.0,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,37.4,25.4,20.0,8.5,3.3,1.6,0.7,0.4,0.5,2.1,8.4,data/imdb_posters/99.jpg
100,The Godfather,"史诗,悲剧,黑帮,戏剧,犯罪",1972.0,United States,Francis Ford Coppola,"Top cast87,Edit,Marlon Brando,Don Vito Corleone,Al Pacino",175.0,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,51.5,24.9,12.5,4.9,1.9,1.0,0.5,0.4,0.3,2.0,9.2,data/imdb_posters/100.jpg
101,Le salaire de la peur,"心理剧情片,生存,冒险,惊悚片,戏剧",1953.0,"France,Italy",Henri-Georges Clouzot,"Top cast23,Edit,Yves Montand,Mario Livi,Charles Vanel",156.0,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",18.3,21.5,29.7,15.4,5.5,2.8,1.2,0.8,0.9,3.9,8.1,data/imdb_posters/101.jpg
102,The Best Years of Our Lives,"史诗,愉悦爱情,戏剧,战争,爱情片",1946.0,United States,William Wyler,"Top cast99+,Edit,Myrna Loy,Milly Stephenson,Dana Andrews",170.0,"Three World War II veterans, two of them traumatized or disabled, return home to the American Midwest to discover that they and their families have been irreparably changed.",22.2,18.7,28.1,16.1,6.2,3.2,1.2,0.8,0.7,2.7,8.1,data/imdb_posters/102.jpg
103,Forrest Gump,"史诗,戏剧,爱情片",1994.0,United States,Robert Zemeckis,"Top cast99+,Edit,Tom Hanks,Forrest Gump,Robin Wright",142.0,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",33.9,30.4,21.0,8.5,2.8,1.2,0.6,0.4,0.3,0.7,8.8,data/imdb_posters/103.jpg
104,Unforgiven,"悲剧,时代剧,戏剧,西部片",1992.0,United States,Clint Eastwood,"Top cast42,Edit,Clint Eastwood,Bill Munny,Gene Hackman",130.0,"Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself ""The Schofield Kid"".",17.9,24.7,31.4,16.3,5.3,2.0,0.9,0.4,0.3,0.9,8.2,data/imdb_posters/104.jpg
105,Jai Bhim,"律政剧情片,戏剧,犯罪",2021.0,"India,United States",T.J. Gnanavel,"Top cast99+,Edit,Suriya,Chandru,Lijo Mol Jose",164.0,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",76.8,8.4,4.8,2.1,0.9,0.6,0.3,0.2,0.4,5.5,8.6,data/imdb_posters/105.jpg
106,In the Name of the Father,"律政剧情片,悲剧,文献纪录片,时代剧,监狱剧情片,真实犯罪,传记,戏剧,犯罪",1993.0,"Ireland,United Kingdom,United States",Jim Sheridan,"Top cast99+,Edit,Daniel Day-Lewis,Gerry Conlon,Pete Postlethwaite",133.0,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",14.6,23.9,36.5,16.7,4.5,1.6,0.6,0.4,0.4,0.9,8.1,data/imdb_posters/106.jpg
107,Bacheha-ye aseman,"家庭,戏剧,运动",1997.0,Iran,Majid Majidi,"Top cast46,Edit,Reza Naji,Ali's Father (Pedar-e Ali),Amir Farrokh Hashemian",89.0,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",25.0,22.8,27.7,13.4,4.5,2.3,1.3,0.6,0.6,1.8,8.2,data/imdb_posters/107.jpg
108,12 Years a Slave,"古装剧,史诗,心理剧情片,悲剧,文献纪录片,时代剧,传记,历史,戏剧",2013.0,"United Kingdom,United States",Steve McQueen,"Top cast99+,Edit,Chiwetel Ejiofor,Solomon Northup,Michael Kenneth Williams",134.0,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",14.6,24.8,34.2,16.8,5.3,1.8,0.8,0.4,0.3,0.9,8.1,data/imdb_posters/108.jpg
109,American Beauty,"心理剧情片,悲剧,戏剧",1999.0,United States,Sam Mendes,"Top cast44,Edit,Kevin Spacey,Lester Burnham,Annette Bening",122.0,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,21.3,26.6,27.8,14.0,5.0,2.1,1.0,0.6,0.5,1.2,8.3,data/imdb_posters/109.jpg
110,Intouchables,"拍档喜剧,文献纪录片,喜剧,戏剧",2011.0,France,"Olivier Nakache,Éric Toledano","Top cast41,Edit,François Cluzet,Philippe,Omar Sy",112.0,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",25.7,30.8,26.3,11.2,3.2,1.2,0.5,0.3,0.2,0.6,8.5,data/imdb_posters/110.jpg
111,Gangs of Wasseypur,"真实犯罪,讽刺,黑帮,喜剧,惊悚片,戏剧,犯罪,行动",2012.0,"India,France",Anurag Kashyap,"Top cast99+,Edit,Manoj Bajpayee,Sardar Khan,Nawazuddin Siddiqui",321.0,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",37.6,24.7,18.1,8.1,3.1,1.9,0.9,0.7,0.7,4.1,8.2,data/imdb_posters/111.jpg
112,Jodaeiye Nader az Simin,"律政剧情片,心理剧情片,戏剧",2011.0,"Iran,France,Australia",Asghar Farhadi,"Top cast39,Edit,Payman Maadi,Nader,Leila Hatami",123.0,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,29.2,23.0,25.2,12.5,4.1,1.9,0.9,0.5,0.5,2.2,8.3,data/imdb_posters/112.jpg
113,Heat,"动作史诗,史诗,盗窃,警察剧情片,黑帮,戏剧,犯罪,行动",1995.0,United States,Michael Mann,"Top cast90,Edit,Al Pacino,Vincent Hanna,Robert De Niro",170.0,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,20.1,25.3,30.8,15.3,4.9,1.7,0.7,0.4,0.2,0.6,8.3,data/imdb_posters/113.jpg
114,Groundhog Day,"假日浪漫,愉悦爱情,爱情喜剧,节日喜剧,高概念喜剧,喜剧,幻想,戏剧,爱情片",1993.0,United States,Harold Ramis,"Top cast59,Edit,Bill Murray,Phil,Andie MacDowell",101.0,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",15.7,19.8,33.1,20.4,6.6,2.2,0.9,0.5,0.3,0.6,8.0,data/imdb_posters/114.jpg
115,Jurassic Park,"丛林冒险片,恐龙冒险片,冒险,惊悚片,科幻,行动",1993.0,United States,Steven Spielberg,"Top cast32,Edit,Sam Neill,Grant,Laura Dern",127.0,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",19.2,21.5,32.6,17.3,5.5,1.9,0.8,0.4,0.3,0.5,8.2,data/imdb_posters/115.jpg
116,Inside Out,"心理剧情片,电脑动画,闹剧,青春成长,高概念喜剧,冒险,动画,喜剧,家庭,幻想",2015.0,United States,"Pete Docter,Ronnie Del Carmen","Top cast60,Edit,Amy Poehler,Joy,Bill Hader",95.0,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",17.9,23.4,29.9,17.5,6.5,2.3,0.9,0.5,0.3,0.7,8.1,data/imdb_posters/116.jpg
117,Before Sunset,"愉悦爱情,戏剧,爱情片",2004.0,"France,United States",Richard Linklater,"Top cast10,Edit,Ethan Hawke,Jesse,Julie Delpy",80.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",19.6,20.9,30.4,16.7,6.1,2.4,1.1,0.7,0.6,1.5,8.1,data/imdb_posters/117.jpg
118,Star Wars: Episode VI - Return of the Jedi,"冒险史诗,剑与魔法,动作史诗,反乌托邦科幻,史诗,太空科幻,奇幻史诗,悲剧,探索,环球旅行冒险片",1983.0,United States,Richard Marquand,"Top cast99+,Edit,Mark Hamill,Luke Skywalker,Harrison Ford",131.0,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",21.9,24.7,29.8,14.7,4.8,1.7,0.7,0.4,0.3,0.9,8.3,data/imdb_posters/118.jpg
119,Pulp Fiction,"毒品犯罪,黑帮,黑色喜剧,戏剧,犯罪",1994.0,United States,Quentin Tarantino,"Top cast58,Edit,John Travolta,Vincent Vega,Uma Thurman",154.0,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",35.7,29.7,19.0,8.1,2.9,1.5,0.8,0.5,0.5,1.3,8.8,data/imdb_posters/119.jpg
120,Up,"拍档喜剧,探索,环球旅行冒险片,电脑动画,青春成长,冒险,动画,喜剧,家庭,戏剧",2009.0,United States,"Pete Docter,Bob Peterson","Top cast33,Edit,Edward Asner,Carl Fredricksen,Jordan Nagai",96.0,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",19.7,25.5,30.6,15.7,5.1,1.7,0.7,0.3,0.2,0.5,8.3,data/imdb_posters/120.jpg
121,"Il buono, il brutto, il cattivo","冒险史诗,动作史诗,史诗,意大利式西部片,探索,时代剧,沙漠冒险片,西部史诗,黑色喜剧,冒险",1966.0,"Italy,Spain,West Germany,United States",Sergio Leone,"Top cast60,Edit,Clint Eastwood,Blondie,Eli Wallach",161.0,A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,35.5,28.6,20.4,8.8,2.8,1.3,0.6,0.4,0.3,1.4,8.8,data/imdb_posters/121.jpg
122,The Grapes of Wrath,"悲剧,时代剧,戏剧",1940.0,United States,John Ford,"Top cast99+,Edit,Henry Fonda,Tom Joad,Jane Darwell",129.0,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",19.1,19.4,30.0,16.6,6.5,3.3,1.4,0.9,0.7,2.0,8.1,data/imdb_posters/122.jpg
123,Hamilton,"历史题材史诗,史诗,传记,历史,戏剧,音乐剧",2020.0,United States,Thomas Kail,"Top cast21,Edit,Lin-Manuel Miranda,Alexander Hamilton,Phillipa Soo",169.0,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",34.4,21.5,19.0,9.7,4.6,2.6,1.4,1.1,1.3,4.4,8.3,data/imdb_posters/123.jpg
124,Interstellar,"冒险史诗,史诗,太空科幻,心理剧情片,探索,时空旅行,科幻史诗,冒险,戏剧,科幻",2014.0,"United States,United Kingdom,Canada",Christopher Nolan,"Top cast44,Edit,Matthew McConaughey,Cooper,Anne Hathaway",169.0,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",40.2,26.8,17.8,8.5,3.2,1.3,0.7,0.4,0.3,0.8,8.7,data/imdb_posters/124.jpg
